strain	TE	absence_detection	presence_detection	combination	read_number_absence	left_match_length	left_match_id	polyAT_left	left_coverage	left_repeat	left_read_number_presence	left_filtered_read_number_presence	right_match_length	right_match_id	polyAT_right	right_coverage	right_repeat	right_read_number_presence	right_filtered_read_number_presence
SRR2033160	FBti0019623	present	present	present	0	60	100.00(0/60)		8.04		5	5	-22	0(0/0)		2.46	(AT)n	0	0
SRR2033160	FBti0020217		present	polymorphic		60	100.00(0/60)		9.28	DNAREP1_DSim	7	7	60	100.00(0/60)		18.70	DNAREP1_DSim	8	8
SRR2033160	FBti0019214		present	polymorphic		60	100.00(0/60)		16.60		6	6	60	100.00(0/60)		20.93	Helitron-N1_DBi	12	12
SRR2033160	FBti0063519		present	polymorphic		60	100.00(0/60)		14.87	Gypsy12A_LTR	14	14	60	100.00(0/60)		10.82		7	7
SRR2033160	FBti0061121		present	polymorphic		60	100.00(0/60)		33.98	Gypsy4-I_Dya	28	28	60	100.00(0/60)		33.68		23	23
SRR2033160	FBti0018877	absent	present	polymorphic	6	60	100.00(0/60)		20.04		14	14	60	100.00(0/60)		14.28		6	6
SRR2033160	FBti0019968	present	present	present	0	60	100.00(0/60)		15.43		13	13	60	100.00(0/60)		9.19		3	3
SRR2033160	FBti0019207	absent	present	polymorphic	2	60	100.00(0/60)		10.28		3	3	60	100.00(0/60)		12.43		4	4
SRR2033160	FBti0060276	present	present	present	0	60	100.00(0/60)		14.03	Mariner-9_DAn	11	11	60	100.00(0/60)		15.79		15	15
SRR2033160	FBti0063188	present	present	present	0	60	100.00(0/60)		34.01		25	25	60	100.00(0/60)		30.46		20	20
SRR2033160	FBti0060131	present	present	present	0	60	100.00(0/60)		16.53		9	9	60	98.33(1/60)		23.73		10	10
SRR2033160	FBti0019472		present	polymorphic		60	100.00(0/60)		19.98	DNAREP1_DSim	19	19	60	100.00(0/60)		21.76	DNAREP1_DYak	20	20
SRR2033160	FBti0019005	present	present	present	0	60	100.00(0/60)		24.61		6	6	60	100.00(0/60)		28.06		18	18
SRR2033160	FBti0019187	present	present	present	0	60	100.00(0/60)		13.21	(TATA)n	6	6	60	100.00(0/60)		13.58		7	7
SRR2033160	FBti0019070	absent	present	polymorphic	1	60	100.00(0/60)		10.35		6	6	60	100.00(0/60)		13.49		6	6
SRR2033160	FBti0063290		present	polymorphic		60	100.00(0/60)		27.26	BEL2-I_Dya	15	15	60	100.00(0/60)		28.23	BEL2-I_Dya	17	17
SRR2033160	FBti0019423	absent	present	polymorphic	13	54	100.00(0/58)		15.09		0	0	60	100.00(0/60)		24.33		10	10
SRR2033160	FBti0019329	present	present	present	0	60	100.00(0/60)		20.94		13	13	60	100.00(0/60)		28.38		17	17
SRR2033160	FBti0063783	present	present	present	0	60	100.00(0/60)		23.03	Helitron-N1_DBi	20	20	60	98.33(1/60)		22.39		15	15
SRR2033160	FBti0059875	present	present	present	0	60	100.00(0/60)		46.57		42	42	60	100.00(0/60)		41.61		28	28
SRR2033160	FBti0019251	present	present	present	0	60	100.00(0/60)		29.51		26	26	60	100.00(0/60)		21.09		13	13
SRR2033160	FBti0019469	absent	present	polymorphic	8	60	100.00(0/60)		8.53		5	5	60	100.00(0/60)		8.91		3	3
SRR2033160	FBti0019452	present	present	present	0	60	100.00(0/60)		16.73		12	12	60	100.00(0/60)		16.30		6	6
SRR2033160	FBti0060262		present	polymorphic		60	98.33(1/60)		21.86	DNAREP1_DM	13	13	60	100.00(0/60)		22.62		10	10
SRR2033160	FBti0019596	absent	present	polymorphic	9	60	100.00(0/60)		17.11		12	12	60	100.00(0/60)		11.36		4	4
SRR2033160	FBti0060083		present	polymorphic		60	98.33(1/60)		7.72		4	4	60	100.00(0/60)		9.55	MuDR-1_DK	4	4
SRR2033160	FBti0018997	absent	present	polymorphic	7	60	100.00(0/60)		23.27		9	9	60	100.00(0/60)		12.12		6	6
SRR2033160	FBti0019639	present	present	present	0	60	100.00(0/60)		20.02		16	16	60	96.67(2/60)		22.33		14	14
SRR2033160	FBti0060944		present	polymorphic		60	100.00(0/60)		23.51		15	15	60	100.00(0/60)		15.45	Gypsy-24_DYa-I	12	12
SRR2033160	FBti0063754		present	polymorphic		60	100.00(0/60)		19.81		16	16	60	100.00(0/60)		21.21	DNAREP1_DM	16	16
SRR2033160	FBti0020118	absent	present	polymorphic	1	60	100.00(0/60)		9.23		6	6	60	100.00(0/60)		5.34		3	3
SRR2033160	FBti0060663	present	present	present	0	60	100.00(0/60)		17.54		8	8	60	100.00(0/60)		11.36		6	6
SRR2033160	FBti0019526	absent	present	polymorphic	6	60	100.00(0/60)		17.93		11	11	60	100.00(0/60)		10.50		4	4
SRR2033160	FBti0019702		present	polymorphic		60	100.00(0/60)		28.36	Gypsy-4_DSim-I	13	13	60	100.00(0/60)		20.57	DNAREP1_DSim	11	11
SRR2033160	FBti0062929		present	polymorphic		60	100.00(0/60)		21.93	Gypsy12A_LTR	15	15	60	98.33(1/60)		16.76	Gypsy12A_LTR	13	13
SRR2033160	FBti0018871	absent	present	polymorphic	10	60	100.00(0/60)		23.96		22	22	60	100.00(0/60)		17.35		6	6
SRR2033160	FBti0063743	present	present	present	0	60	100.00(0/60)		20.24		12	12	60	100.00(0/60)	poly(A)4	18.44		13	13
SRR2033160	FBti0060069	present	present	present	0	60	100.00(0/60)		15.01		8	8	60	100.00(0/60)		17.66		11	11
SRR2033160	FBti0019333	absent	present	polymorphic	3	60	100.00(0/60)		21.30		12	12	60	100.00(0/60)		22.98	(TACA)n	5	5
SRR2033160	FBti0063333		present	polymorphic		60	100.00(0/60)		17.44		10	10	60	100.00(0/60)		21.56	Jockey-1_DYa	8	8
SRR2033160	FBti0060911	present	present	present	0	60	100.00(0/60)		19.21		15	15	60	100.00(0/60)		14.31		10	10
SRR2033160	FBti0063239		present	polymorphic		60	100.00(0/60)		36.48		30	30	60	100.00(0/60)		27.51	Jockey-4_DBp	12	12
SRR2033160	FBti0018991	absent	present	polymorphic	7	60	100.00(0/60)		13.04	(AGCAGT)n	4	4	60	100.00(0/60)		16.38		10	10
SRR2033160	FBti0019026	absent	present	polymorphic	3	60	100.00(0/60)		10.84		4	4	60	100.00(0/60)		10.42		2	2
SRR2033160	FBti0019411	absent	present	polymorphic	1	60	100.00(0/60)		8.46		3	3	60	100.00(0/60)		8.61		4	4
SRR2033160	FBti0019424	absent	absent	absent	13	1	100.00(0/1)		10.43		0	0	-1	0(0/0)		7.50		0	0
SRR2033160	FBti0019637	absent	present	polymorphic	7	60	100.00(0/60)		15.21		10	10	60	100.00(0/60)		15.29		7	7
SRR2033160	FBti0063317		present	polymorphic		60	100.00(0/60)		12.75	Gypsy-10_DMoj-I	5	5	60	100.00(0/60)		13.81	DNAREP1_DYak	9	9
SRR2033160	FBti0059896		present	polymorphic		60	98.33(1/60)		15.71		8	8	60	100.00(0/60)		17.99	DNAREP1_DSim	9	9
SRR2033160	FBti0019294	present	present	present	0	60	100.00(0/60)		9.26		4	4	60	100.00(0/60)		20.18		7	7
SRR2033160	FBti0060575	present	present	present	0	60	100.00(0/60)		24.43		10	10	60	100.00(0/60)		10.86		4	4
SRR2033160	FBti0019334	absent	present	polymorphic	3	60	100.00(0/60)		19.93		12	12	60	100.00(0/60)		10.93		6	6
SRR2033160	FBti0063057	present	present	present	0	60	100.00(0/60)		21.96		17	17	60	100.00(0/60)		23.26		17	17
SRR2033160	FBti0020157	present	present	present	0	60	100.00(0/60)		11.66		4	4	60	100.00(0/60)		21.76		21	21
SRR2033160	FBti0062028	present	present	present	0	60	100.00(0/60)		10.47		9	9	60	100.00(0/60)		9.51		7	7
SRR2033160	FBti0020084	absent	present	polymorphic	1	60	100.00(0/60)		9.35		2	2	60	100.00(0/60)		21.60		4	4
SRR2033160	FBti0061126		present	polymorphic		60	98.33(1/60)		32.01		11	11	60	100.00(0/60)		22.03	Gypsy-2_DTa-I	18	18
SRR2033160	FBti0019542	present	present	present	0	50	100.00(0/50)		2.20	A-rich	1	1	48	100.00(0/60)		3.56	(T)n	0	0
SRR2033160	FBti0018882	absent	present	polymorphic	5	60	100.00(0/60)		15.89		6	6	60	100.00(0/60)		11.03		5	5
SRR2033160	FBti0019206	absent	present	polymorphic	11	60	100.00(0/60)		15.56		10	10	60	100.00(0/60)		17.44		7	7
SRR2033160	FBti0059882		present	polymorphic		60	100.00(0/60)		13.19	Harbinger1_DYa	2	2	60	100.00(0/60)		14.39	Harbinger1_DYa	8	8
SRR2033160	FBti0061728		present	polymorphic		60	100.00(0/60)		22.73		11	11	60	100.00(0/60)		32.59	hAT-2_DY	16	16
SRR2033160	FBti0062498		present	polymorphic		60	98.33(1/60)		33.75	Gypsy-13_DSim-LTR	21	21	60	98.33(1/60)		36.33		19	19
SRR2033160	FBti0063801	present	present	present	0	60	100.00(0/60)		32.08		28	28	60	100.00(0/60)		33.81		24	24
SRR2033160	FBti0019374	absent	present	polymorphic	13	60	100.00(0/60)		17.14		13	13	60	100.00(0/60)		10.81		5	5
SRR2033160	FBti0020012	absent	present	polymorphic	5	60	100.00(0/60)		15.74		14	14	60	100.00(0/60)		11.93		9	9
SRR2033160	FBti0063535	present	present	present	0	60	100.00(0/60)		23.21		15	15	60	100.00(0/60)		19.21	Mariner-6_DBi	9	9
SRR2033160	FBti0062873		present	polymorphic		60	100.00(0/60)		43.24	DNAREP1_DSim	34	34	60	100.00(0/60)		27.01		14	14
SRR2033160	FBti0019429	absent	present	polymorphic	4	60	100.00(0/60)		7.16		3	3	60	100.00(0/60)		12.01		6	6
SRR2033160	FBti0061719		present	polymorphic		60	100.00(0/60)		19.99		7	7	60	100.00(0/60)		22.16	HOBO	10	10
SRR2033160	FBti0064231		present	polymorphic		60	100.00(0/60)		16.83		18	18	60	100.00(0/60)		18.57	DNAREP1_DSim	13	13
SRR2033160	FBti0062445	present	present	present	0	60	98.33(1/60)		25.81		17	17	60	100.00(0/60)		36.61		22	22
SRR2033160	FBti0018967		present	polymorphic		60	100.00(0/60)		2.79		1	1	60	100.00(0/60)		6.08	DNAREP1_DYak	1	1
SRR2033160	FBti0064037	present	present	present	0	60	100.00(0/60)		23.39	(TATA)n	10	10	60	100.00(0/60)		18.91		18	18
SRR2033160	FBti0064310	present	present	present	0	60	100.00(0/60)		33.89		29	29	60	100.00(0/60)		29.99		19	19
SRR2033160	FBti0060459	present	present	present	0	60	100.00(0/60)		15.80	(T)n	12	12	60	100.00(0/60)		18.96	(CAAC)n	15	15
SRR2033160	FBti0019770	absent	present	polymorphic	9	60	100.00(0/60)		20.17	(TCGGT)n	13	13	60	100.00(0/60)		13.08		6	6
SRR2033160	FBti0020200	present	present	present	0	60	100.00(0/60)		15.03		7	7	60	100.00(0/60)		20.71		11	11
SRR2033160	FBti0020156	absent	present	polymorphic	8	60	100.00(0/60)		11.95		7	7	60	100.00(0/60)		16.84		2	2
SRR2033160	FBti0063086		present	polymorphic		60	100.00(0/60)		35.93	CR1-2_DRh	20	20	60	100.00(0/60)		28.51	DNAREP1_DSim	21	21
SRR2033160	FBti0019121	absent	present	polymorphic	1	60	100.00(0/60)		14.21		14	14	60	100.00(0/60)		12.77		4	4
SRR2033160	FBti0062833	present	present	present	0	60	100.00(0/60)		33.53		20	20	60	100.00(0/60)		32.15		15	15
SRR2033160	FBti0061578		present	polymorphic		60	100.00(0/60)		27.14	LOA-3_DPer	18	18	60	100.00(0/60)		23.11		13	13
SRR2033160	FBti0019286	absent	present	polymorphic	11	60	100.00(0/60)		8.74		3	3	60	100.00(0/60)		13.24		7	7
SRR2033160	FBti0018879	absent	present	polymorphic	4	60	100.00(0/60)		11.71		6	6	60	100.00(0/60)		8.54		3	3
SRR2033160	FBti0020381	absent	present	polymorphic	4	60	100.00(0/60)		8.79		4	4	60	100.00(0/60)		11.99	(GT)n	5	5
SRR2033160	FBti0019281	absent	present	polymorphic	3	60	100.00(0/60)		19.26		8	8	60	100.00(0/60)		9.51		7	7
SRR2033160	FBti0020438	present	present	present	0	60	100.00(0/60)		25.61		22	22	60	98.33(1/60)		18.50		12	12
SRR2033160	FBti0060295	present	present	present	0	60	100.00(0/60)		16.16		12	12	60	100.00(0/60)		15.24		7	7
SRR2033160	FBti0063146	present	present	present	0	60	100.00(0/60)		16.43		13	13	60	100.00(0/60)		13.94		5	5
SRR2033160	FBti0062410	present	present	present	0	60	100.00(0/60)		14.77		10	10	60	100.00(0/60)		46.85		39	39
SRR2033160	FBti0019300	absent	absent	absent	2	0	0(0/0)		11.19		0	0	-1	0(0/0)		1.74		0	0
SRR2033160	FBti0063757		present	polymorphic		60	100.00(0/60)		28.00	DNAREP1_DM	19	19	60	100.00(0/60)		25.77		22	22
SRR2033160	FBti0061005	present	present	present	0	60	98.33(1/60)		18.51		8	8	60	98.33(1/60)		18.54		7	7
SRR2033160	FBti0063247		present	polymorphic		60	100.00(0/60)		26.67		20	20	60	100.00(0/60)		30.34	DNAREP1_DM	14	14
SRR2033160	FBti0020108	absent	present	polymorphic	7	60	100.00(0/60)		8.38		5	5	60	100.00(0/60)		8.18		2	2
SRR2033160	FBti0063740		present	polymorphic		60	98.33(1/60)		10.36	DNAREP1_DYak	12	12	60	98.33(1/60)		24.09		23	23
SRR2033160	FBti0020205	absent	present	polymorphic	12	60	100.00(0/60)		17.12		13	13	60	100.00(0/60)		14.79		4	4
SRR2033160	FBti0062259	present	present	present	0	60	100.00(0/60)		34.61		24	24	60	100.00(0/60)		43.05	(TG)n	15	15
SRR2033160	FBti0060598	present	present	present	0	60	100.00(0/60)		28.20		20	20	60	100.00(0/60)		31.47		21	21
SRR2033160	FBti0061327		present	polymorphic		60	100.00(0/60)		14.13		5	5	60	100.00(0/60)		9.21	DNAREP1_DSim	6	6
SRR2033160	FBti0062237		present	polymorphic		60	100.00(0/60)		16.94	DNAREP1_DSim	11	11	60	100.00(0/60)		17.42	DNAREP1_DYak	14	14
SRR2033160	FBti0019074	present	present	present	0	60	98.33(1/60)		22.04		17	17	60	100.00(0/60)		27.79		14	14
SRR2033160	FBti0019239		present	polymorphic		60	100.00(0/60)		15.86	Helitron-N2_DT	6	6	60	100.00(0/60)		32.61		22	22
SRR2033160	FBti0062342		present	polymorphic		60	100.00(0/60)		30.29	BEL-2_DAn-I	11	11	60	100.00(0/60)		32.55	BEL-19_DAn-I	18	18
SRR2033160	FBti0018995	absent	present	polymorphic	6	60	100.00(0/60)		12.65		9	9	60	100.00(0/60)		12.43	(CCAAGA)n	3	3
SRR2033160	FBti0064067		present	polymorphic		60	100.00(0/60)		26.56	Mariner-15_DK	26	26	60	100.00(0/60)		20.31	Mariner-20_DAn	11	11
SRR2033160	FBti0019553	absent	present	polymorphic	1	60	100.00(0/60)		8.50	(AT)n	3	3	60	100.00(0/60)		6.39		4	4
SRR2033160	FBti0060103	present	present	present	0	60	100.00(0/60)		31.32		27	27	60	100.00(0/60)		27.71		7	7
SRR2033160	FBti0019677	present	present	present	0	60	100.00(0/60)		21.99		7	7	60	100.00(0/60)		27.35		7	7
SRR2033160	FBti0019296	absent	present	polymorphic	3	60	100.00(0/60)		11.47		4	4	60	100.00(0/60)		8.62		0	0
SRR2033160	FBti0020426	present	present	present	0	60	100.00(0/60)		8.44		3	3	60	100.00(0/60)		17.98	(AAGAACA)n	8	8
SRR2033160	FBti0019665	absent	present	polymorphic	1	60	100.00(0/60)		8.89		5	5	60	100.00(0/60)		8.81		6	6
SRR2033160	FBti0063751		present	polymorphic		60	98.33(1/60)		16.50	FB4_DM	12	12	60	98.33(1/60)		25.07	Helitron-1_DT	15	15
SRR2033160	FBti0060345		present	polymorphic		60	100.00(0/60)		21.56	Gypsy-4_DSe-I	9	9	60	100.00(0/60)		27.31	Gypsy-9_DSim-LTR	12	12
SRR2033160	FBti0062676	present	present	present	0	60	100.00(0/60)		34.48		31	31	60	100.00(0/60)		23.55		11	11
SRR2033160	FBti0019473	absent	present	polymorphic	1	60	100.00(0/60)		18.62		12	12	60	100.00(0/60)		4.74		3	3
SRR2033160	FBti0019468	absent	present	polymorphic	3	60	100.00(0/60)		12.82	(GTCTGG)n	5	5	60	100.00(0/60)		13.09		9	9
SRR2033160	FBti0019628	absent	absent	absent	13	0	0(0/0)		6.60		0	0	-1	0(0/0)		8.74		0	0
SRR2033160	FBti0020312	present	present	present	0	60	100.00(0/60)		11.67		4	4	60	100.00(0/60)		15.49		13	13
SRR2033160	FBti0061325		present	polymorphic		60	100.00(0/60)		19.99		14	14	60	100.00(0/60)		24.48	Gypsy7_LTR	10	10
SRR2033160	FBti0064312		present	polymorphic		60	98.33(1/60)		11.28	DNAREP1_DSim	4	4	60	100.00(0/60)		10.97		7	7
SRR2033160	FBti0060442	present	present	present	0	60	100.00(0/60)		25.74		19	19	60	100.00(0/60)		13.37		5	5
SRR2033160	FBti0061871	present	present	present	0	60	100.00(0/60)		18.92	Hoyak2	8	8	60	100.00(0/60)		30.17		12	12
SRR2033160	FBti0060464	present	present	present	0	60	98.33(1/60)		34.31		27	27	60	98.33(1/60)		30.94		20	20
SRR2033160	FBti0018994	absent	present	polymorphic	5	60	100.00(0/60)		10.46		1	1	60	100.00(0/60)		15.02		6	6
SRR2033160	FBti0062383	absent	present	polymorphic	3	60	100.00(0/60)		9.47		3	3	60	100.00(0/60)		10.46		4	4
SRR2033160	FBti0019734	present	present	present	0	60	100.00(0/60)		19.28		14	14	60	100.00(0/60)		17.35		12	12
SRR2033160	FBti0020154	absent	present	polymorphic	3	60	100.00(0/60)		17.81		4	4	60	100.00(0/60)		10.88		5	5
SRR2033160	FBti0020011	absent	present	polymorphic	2	60	100.00(0/60)		6.49		2	2	60	100.00(0/60)		7.34		2	2
SRR2033160	FBti0019315	absent	present	polymorphic	9	60	100.00(0/60)		20.18		13	13	60	100.00(0/60)		9.54		4	4
SRR2033160	FBti0060330	present	present	present	0	60	100.00(0/60)		9.99		6	6	60	100.00(0/60)		19.84		7	7
SRR2033160	FBti0062473		present	polymorphic		60	100.00(0/60)		22.12		14	14	60	100.00(0/60)		19.27	BEL-3_DYa-LTR	16	16
SRR2033160	FBti0019181	present	absent	no_data	0	-8	0(0/0)		3.77		0	0	0	0(0/0)		3.27		0	0
SRR2033160	FBti0062488		present	polymorphic		60	98.33(1/60)		20.66	BEL-2_DSe-LTR	19	19	60	98.33(1/60)		23.68	(TTATCA)n	14	14
SRR2033160	FBti0019314	absent	present	polymorphic	2	60	100.00(0/60)		10.97		6	6	60	100.00(0/60)		8.69		3	3
SRR2033160	FBti0062945	present	present	present	0	60	100.00(0/60)		35.39		25	25	60	100.00(0/60)		40.46		27	27
SRR2033160	FBti0061376	present	present	present	0	60	100.00(0/60)		18.01		4	4	60	100.00(0/60)		19.48	Helitron-N1_DBi	13	13
SRR2033160	FBti0020169	present	present	present	0	60	100.00(0/60)		37.69		36	36	60	100.00(0/60)		15.17		8	8
SRR2033160	FBti0020425	present	present	present	0	60	100.00(0/60)		11.97		7	7	60	100.00(0/60)		11.10		6	6
SRR2033160	FBti0064217		present	polymorphic		60	100.00(0/60)		25.30	Gypsy-1_DSim-I	12	12	60	100.00(0/60)		30.21	Gypsy-13_DSim-I	19	19
SRR2033160	FBti0061738		present	polymorphic		60	100.00(0/60)		29.80	I-7_DBi	19	19	60	100.00(0/60)		25.56		20	20
SRR2033160	FBti0059975		present	polymorphic		60	100.00(0/60)		13.29	Gypsy-22_DY-LTR	10	10	60	100.00(0/60)		14.61	DNAREP1_DYak	9	9
SRR2033160	FBti0019218	absent	present	polymorphic	6	60	100.00(0/60)		4.28		0	0	60	100.00(0/60)		15.49		10	10
SRR2033160	FBti0020120	absent	present	polymorphic	6	60	100.00(0/60)		6.57		4	4	60	100.00(0/60)		4.24		1	1
SRR2033160	FBti0018936	absent	present	polymorphic	2	60	100.00(0/60)		25.71		14	14	60	100.00(0/60)		19.18	(GT)n	13	13
SRR2033160	FBti0019456	absent	no_data	no_data	10	-17	0(0/0)		3.56		0	0	-16	0(0/0)		1.98		0	0
SRR2033160	FBti0019046	absent	present	polymorphic	2	60	100.00(0/60)		12.44		6	6	60	100.00(0/60)		6.83		0	0
SRR2033160	FBti0019061	present	present	present	0	60	100.00(0/60)		14.89	(AT)n	10	10	60	100.00(0/60)		12.44	(AT)n	4	4
SRR2033160	FBti0020178	present	present	present	0	60	100.00(0/60)		20.39		14	14	60	100.00(0/60)		27.14		18	18
SRR2033160	FBti0019280		present	polymorphic		-30	0(0/0)		0.00	FW_DM	0	0	60	100.00(0/60)		11.46		2	2
SRR2033160	FBti0019245	present	present	present	0	60	100.00(0/60)		8.77		3	3	60	100.00(0/60)		12.14		8	8
SRR2033160	FBti0059861	present	present	present	0	60	100.00(0/60)		22.66		23	23	60	100.00(0/60)		24.24		20	20
SRR2033160	FBti0019791	absent	present	polymorphic	1	60	100.00(0/60)		11.41		5	5	-30	0(0/0)		0.00		0	0
SRR2033160	FBti0061115	present	present	present	0	60	100.00(0/60)		9.79		8	8	60	100.00(0/60)		11.39		8	8
SRR2033160	FBti0060068	present	present	present	0	60	100.00(0/60)		14.31	(AAGAACA)n	8	8	60	100.00(0/60)		16.92	(TA)n	15	15
SRR2033160	FBti0059878	present	present	present	0	60	100.00(0/60)		10.16	(TA)n	4	4	58	100.00(0/60)		5.20	(TA)n	2	2
SRR2033160	FBti0019376	absent	present	polymorphic	5	60	100.00(0/60)		11.09		9	9	60	100.00(0/60)		8.09		2	2
SRR2033160	FBti0019413	absent	absent	absent	18	-1	0(0/0)		5.74		0	0	60	100.00(0/60)		9.01		0	0
SRR2033160	FBti0062284		present	polymorphic		60	98.33(1/60)		31.23	Jockey-1_DSi	22	22	60	100.00(0/60)		29.07		14	14
SRR2033160	FBti0063994	present	present	present	0	60	100.00(0/60)		19.46		16	16	60	95.00(3/60)		12.18		7	7
SRR2033160	FBti0019713		present	polymorphic		37	100.00(0/45)		0.86	Gypsy-12_DFi-I	0	0	60	100.00(0/60)		30.68	Gypsy-11_DAn-I	31	31
SRR2033160	FBti0019071	present	present	present	0	60	100.00(0/60)		5.54		3	3	60	100.00(0/60)		9.53		3	3
SRR2033160	FBti0019409	absent	present	polymorphic	1	60	100.00(0/60)		12.64		10	10	60	100.00(0/60)		9.94		6	6
SRR2033160	FBti0019406	absent	present	polymorphic	6	60	100.00(0/60)		11.66		6	6	60	100.00(0/60)		13.14		8	8
SRR2033160	FBti0019185	absent	present	polymorphic	3	60	100.00(0/60)		10.33		6	6	60	100.00(0/60)		9.09		4	4
SRR2033160	FBti0019047	absent	present	polymorphic	3	60	100.00(0/60)		20.41		15	15	60	100.00(0/60)		11.14		12	12
SRR2033160	FBti0018925	absent	absent	absent	8	-11	0(0/0)		1.72		0	0	-5	0(0/0)		4.86		0	0
SRR2033160	FBti0020153	present	present	present	0	60	100.00(0/60)		13.50		10	10	60	100.00(0/60)		8.41		3	3
SRR2033160	FBti0063352	absent	present	polymorphic	15	60	100.00(0/60)		17.17		13	13	60	100.00(0/60)		7.09		4	4
SRR2033160	FBti0019326	present	absent	no_data	0	-1	0(0/0)		8.73	DNAREP1_DSim	0	0	1	100.00(0/1)		3.12		0	0
SRR2033160	FBti0020151	present	present	present	0	60	96.67(2/60)	poly(A)8	14.23		5	5	60	100.00(0/60)		29.84		24	24
SRR2033160	FBti0060067	present	present	present	0	60	100.00(0/60)		10.64		6	6	60	100.00(0/60)		5.99		4	4
SRR2033160	FBti0019138	absent	present	polymorphic	1	60	100.00(0/60)		15.99		9	9	60	100.00(0/60)		8.77		4	4
SRR2033160	FBti0019841		present	polymorphic		60	100.00(0/60)		8.47	PROTOP_A	1	1	60	100.00(0/60)		15.89		6	6
SRR2033160	FBti0019159	absent	present	polymorphic	3	60	100.00(0/60)		8.87		3	3	60	100.00(0/60)		19.98		11	11
SRR2033160	FBti0018959	absent	present	polymorphic	7	60	100.00(0/60)		16.99		10	10	60	100.00(0/60)		9.03		3	3
SRR2033160	FBti0019394	absent	present	polymorphic	5	60	100.00(0/60)		17.87		9	9	60	100.00(0/60)		10.69	(AAAATGCC)n	4	4
SRR2033160	FBti0019224	absent	present	polymorphic	6	60	100.00(0/60)		17.94		12	12	60	100.00(0/60)		12.35	(TA)n	9	9
SRR2033160	FBti0020148	absent	present	polymorphic	5	60	100.00(0/60)		14.02		12	12	-30	0(0/0)		0.38		0	0
SRR2033160	FBti0020017	absent	present	polymorphic	7	60	100.00(0/60)		19.68		7	7	60	100.00(0/60)		14.39	(CA)n	8	8
SRR2033160	FBti0060433	present	present	present	0	60	100.00(0/60)		26.55		16	16	60	96.67(2/60)		31.36		18	18
SRR2033160	FBti0019147	absent	present	polymorphic	4	60	100.00(0/60)		10.06		4	4	60	100.00(0/60)		21.98		7	7
SRR2033160	FBti0061163	present	present	present	0	60	100.00(0/60)		18.97	(GTT)n	20	20	60	100.00(0/60)		11.89		6	6
SRR2033160	FBti0060340		present	polymorphic		60	100.00(0/60)		8.78	(TTATA)n	7	7	60	100.00(0/60)		17.14	Mariner-17_DK	11	11
SRR2033160	FBti0063113		present	polymorphic		60	100.00(0/60)		33.70		16	16	60	100.00(0/60)		27.44	PROTOP_B	10	10
SRR2033160	FBti0059873		present	polymorphic		60	98.33(1/60)		29.13		22	22	60	100.00(0/60)		6.64	(TA)n	3	3
SRR2033160	FBti0063257	present	present	present	0	60	96.67(2/60)		18.78		12	12	60	98.33(1/60)		17.06		8	8
SRR2033160	FBti0062347	absent	present	polymorphic	11	60	100.00(0/60)		18.40		11	11	60	100.00(0/60)		16.21		8	8
SRR2033160	FBti0062387	present	present	present	0	60	100.00(0/60)		15.84		11	11	60	100.00(0/60)		24.54		7	7
SRR2033160	FBti0019536	present	present	present	0	60	100.00(0/60)		33.29		25	25	60	100.00(0/60)		34.68		28	28
SRR2033160	FBti0019593	present	present	present	0	60	100.00(0/60)		6.59		2	2	60	100.00(0/60)		10.28		5	5
SRR2033160	FBti0019825	absent	present	polymorphic	6	59	100.00(0/60)		15.79		6	6	60	100.00(0/60)		13.57		6	6
SRR2033160	FBti0019012	absent	present	polymorphic	2	60	100.00(0/60)		6.78		2	2	60	100.00(0/60)		8.89		7	7
SRR2033160	FBti0059946	present	present	present	0	60	100.00(0/60)		11.78		9	9	60	100.00(0/60)		9.32		5	5
SRR2033160	FBti0019649	present	present	present	0	60	96.67(2/60)		21.64	(TACA)n	5	5	60	100.00(0/60)		30.27		15	15
SRR2033160	FBti0018993	absent	present	polymorphic	7	60	100.00(0/60)		12.08		5	5	60	98.33(1/60)		4.66		1	1
SRR2033160	FBti0019032	present	present	present	0	60	100.00(0/60)		9.16		4	4	60	100.00(0/60)		18.79		11	11
SRR2033160	FBti0061017		present	polymorphic		60	100.00(0/60)		22.66	Gypsy-13_DSim-I	7	7	60	100.00(0/60)		27.63	Gypsy-13_DSim-I	6	6
SRR2033160	FBti0019589	absent	present	polymorphic	4	60	100.00(0/60)		19.44		10	10	60	100.00(0/60)	poly(A)6	4.59		0	0
SRR2033160	FBti0019176	absent	present	polymorphic	12	60	100.00(0/60)		11.34		7	7	60	100.00(0/60)		18.18		8	8
